Geo Point;Geo Shape;FCsubtype;inspireId;beginLifes;F_CODE;ICC;EXS;FCO;GAW;LLE;NAMN1;NAMN2;NAMA1;NAMA2;NLN1;NLN2;RCO;RGC;RRA;RSD;RSU;TEN;TUC;Shape_Leng
52.539529464433826, -2.081337362745343;"{""coordinates"": [[-2.074709000000183, 52.53390949999985], [-2.077219500000183, 52.53489999999985], [-2.081797500000192, 52.53903249999985], [-2.085197000000193, 52.54433549999984], [-2.086531000000207, 52.54667099999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:51beb21a-0094-44a1-ade9-90d0f085c4;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.01785484859
52.62248389762302, -2.181644703736129;"{""coordinates"": [[-2.184919500000206, 52.62351199999983], [-2.184660500000206, 52.62343099999984], [-2.1783700000002, 52.621455499999854]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:6aebbf95-f091-4ba7-9834-687ce2b36a;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.00686477567
51.83363678721259, 0.603614136990795;"{""coordinates"": [[0.5682894999997931, 51.86397349999984], [0.5723434999997891, 51.85705099999984], [0.581806999999799, 51.84731049999985], [0.5868114999998111, 51.84342349999983], [0.59921, 51.836854499999845], [0.6063139999997991, 51.834179499999834], [0.611195999999808, 51.830743499999826], [0.616128499999803, 51.825687499999844], [0.6217984999998121, 51.818366499999854], [0.62650149999979, 51.81439399999985], [0.636438999999797, 51.810637499999835], [0.640827499999801, 51.80876699999985], [0.6411519999998061, 51.80687099999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:15ef8f5a-5aa2-4051-8951-a89b87aab7;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;2;45;0.09532915313
51.52441849999985, -0.05860300000020301;"{""coordinates"": [[-0.059886000000205004, 51.524302499999834], [-0.05732000000020301, 51.524534499999845]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:086c889f-9d1b-4528-8dcd-2a4ce7707e;2015-10-26T07:00:00+07:00;AN010;GB;28;2;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.00257646657
52.16812205360585, -3.426096132585006;"{""coordinates"": [[-3.425592500000192, 52.16936749999985], [-3.425981500000205, 52.168405999999834], [-3.426599500000208, 52.16687649999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:4a610089-3ae2-4f16-b9f2-26c4df82ab;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.002686843939999
51.33413273860213, -0.364522672053646;"{""coordinates"": [[-0.36688700000019, 51.33302799999984], [-0.364466000000192, 51.33410899999984], [-0.36219900000020305, 51.335320499999845]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:64534e1d-c565-4cfc-b25f-28747830f8;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.005221790039999
53.67153256907011, -2.673834319622899;"{""coordinates"": [[-2.673379500000209, 53.67034499999983], [-2.673604000000182, 53.67093199999985], [-2.674289500000185, 53.67271999999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:0d8921b0-c2c6-4a74-b1c3-d4f71ed382;2015-10-26T07:00:00+07:00;AN010;GB;28;2;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.00254336899
52.6070700916121, -2.139431344008883;"{""coordinates"": [[-2.148765000000196, 52.61129299999984], [-2.142772500000206, 52.60954649999985], [-2.135422000000204, 52.60404149999985], [-2.130026500000184, 52.60334449999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:32577d09-8314-404c-880a-9c070ca48c;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.02086555585
56.01984500497293, -3.401432554016941;"{""coordinates"": [[-3.400705500000186, 56.020537999999846], [-3.4014090000002, 56.01986549999984], [-3.402161500000204, 56.019153999999844]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:95add5fe-af8d-4770-a064-1c77ca733a;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.00200883603
52.29557002361759, -1.654978146525953;"{""coordinates"": [[-1.632409000000195, 52.29337899999984], [-1.6490955000001861, 52.29738249999983], [-1.670640500000189, 52.29451799999984], [-1.677774000000198, 52.29522249999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:2b69611e-684d-483e-836a-10f87bb66c;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.04606284255
52.49529165190464, 1.19714713277789;"{""coordinates"": [[1.193880499999807, 52.489253999999846], [1.195929499999806, 52.49353349999984], [1.200726999999802, 52.50115649999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:681f8291-f76c-4e38-a127-6745b24ccf;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.013751740949999001
51.90690722435796, -1.162508418065149;"{""coordinates"": [[-1.157909500000187, 51.90536149999982], [-1.160359500000197, 51.906188999999834], [-1.16710900000021, 51.90844799999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:c3b19962-02a1-4ef5-9dc6-015ec9a670;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.009703474739999001
53.088030233764336, -0.37373074834275205;"{""coordinates"": [[-0.367313000000195, 53.108507499999824], [-0.371854000000212, 53.099035999999835], [-0.37548000000020904, 53.09000549999985], [-0.37575050000020804, 53.066561999999834]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:b6709188-afe3-4c8c-b4b5-288bd4914c;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.04368014881
52.96876908260534, -0.6504475378005751;"{""coordinates"": [[-0.6533360000001951, 52.96716499999985], [-0.6489380000001861, 52.96972199999985], [-0.6474130000001991, 52.96996199999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:0a568620-9ecc-4a4c-ab3a-aa67fc5481;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.006631072849999001
52.852432760094445, -0.6045163200768501;"{""coordinates"": [[-0.603046000000205, 52.85143849999983], [-0.6047715000001971, 52.852595499999836], [-0.605339000000185, 52.852974999999844], [-0.605957000000188, 52.85346749999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:0e83ab15-fc5c-456b-925d-54662551be;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.0035504369
50.173132352465316, -5.433590874760429;"{""coordinates"": [[-5.437745000000206, 50.17177549999985], [-5.432626000000198, 50.17289849999983], [-5.43127050000018, 50.17440399999984], [-5.431187000000193, 50.17449699999983], [-5.429985000000187, 50.17551549999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:cc283020-ec30-4c0c-a576-b82fac01d1;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.008967012659999002
54.054101993580474, -2.8078280592199922;"{""coordinates"": [[-2.8077835000001983, 54.053690999999844], [-2.807811500000184, 54.05394849999985], [-2.807872500000201, 54.054512999999844]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:1ebdb07d-3e12-4035-8c79-d0cd9336c3;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.0008268041299999999
52.698769020077606, -2.461293679044297;"{""coordinates"": [[-2.463148500000187, 52.69925599999985], [-2.461174500000197, 52.69873799999985], [-2.459439000000202, 52.69828149999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:93c060b6-c30e-4936-be25-8793060f7b;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.0038353672299990004
51.59584702049489, -3.641722676877786;"{""coordinates"": [[-3.63913150000019, 51.59478199999983], [-3.64241850000019, 51.59610649999985], [-3.6434295000001953, 51.59657499999983], [-3.64428700000019, 51.59697399999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:466e60f1-5981-4507-9113-60f0a7b5a8;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.005603882219999
51.52309241399597, -0.6751537439695621;"{""coordinates"": [[-0.6756520000001841, 51.52305749999985], [-0.675315000000211, 51.52308099999985], [-0.674655500000199, 51.523127499999845]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:a0c93097-c31f-447a-86f0-f2560a95d1;2015-10-26T07:00:00+07:00;AN010;GB;28;2;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.00099895565
51.515177779896966, -0.103854028968482;"{""coordinates"": [[-0.105045500000188, 51.51831549999983], [-0.1043875000002, 51.51692499999984], [-0.10398550000019201, 51.51607499999983], [-0.10336000000020801, 51.51475399999984], [-0.103391500000185, 51.51188049999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:631627dd-3bf1-44f5-804a-e31c3b89c4;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;-9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.0068138748
51.32338859967463, -0.5429947407947341;"{""coordinates"": [[-0.54695750000019, 51.321713499999845], [-0.542084500000186, 51.32377549999984], [-0.5390300000001961, 51.32505899999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:a31bdbe3-feaf-42dc-905f-1a9d0fd443;2015-10-26T07:00:00+07:00;AN010;GB;28;2;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;1;45;0.00860451837
50.83150974999984, -0.14129050000019502;"{""coordinates"": [[-0.140038000000203, 50.830066499999845], [-0.14254300000018802, 50.83295299999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:993e6706-fc69-4225-ad14-a0462feb47;2015-10-26T07:00:00+07:00;AN010;GB;28;2;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;1;45;0.0038218983799990004
57.966323362720146, -4.404276082456628;"{""coordinates"": [[-4.397780500000181, 58.00417299999984], [-4.404699500000191, 57.99875499999984], [-4.408352500000206, 57.99014949999983], [-4.404829500000203, 57.98302799999984], [-4.405324500000205, 57.980322999999835], [-4.409385500000184, 57.975303999999824], [-4.4045930000002045, 57.95931049999984], [-4.404877500000197, 57.953464499999825], [-4.401858500000202, 57.948759499999824], [-4.403354500000205, 57.945855999999814], [-4.402435500000195, 57.93914099999983], [-4.402049500000203, 57.93644549999985], [-4.397400000000204, 57.927370999999816], [-4.3988080000002014, 57.92628399999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:83a8452d-4f58-4c25-bb26-986e99277f;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.08816922572
52.296586148847126, -1.087932305963888;"{""coordinates"": [[-1.091066000000211, 52.298940499999844], [-1.088477000000211, 52.29649299999983], [-1.084404500000204, 52.29484549999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:41772c56-1152-49eb-a387-bb4d701dce;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.0079558696
52.67117379924543, -1.741605670237084;"{""coordinates"": [[-1.74470150000019, 52.67293649999985], [-1.7442635000001872, 52.67273499999985], [-1.738530500000195, 52.66937149999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:b954264a-3f42-4559-8f6e-0a71ad06ac;2015-10-26T07:00:00+07:00;AN010;GB;28;2;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.00712896223
53.56844456427008, -2.7064802400570622;"{""coordinates"": [[-2.714900500000198, 53.57811799999985], [-2.712358000000194, 53.57618849999983], [-2.710449500000208, 53.57044749999983], [-2.700654500000183, 53.56284149999984], [-2.700353000000206, 53.56259649999984], [-2.696170000000194, 53.560415499999834]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:2a12429c-ac93-412d-a80d-2272f1ae4a;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.026748940519999
50.402412976904834, -3.948394081297564;"{""coordinates"": [[-3.945740500000198, 50.401046999999835], [-3.946749500000209, 50.401812499999835], [-3.951183000000185, 50.40353699999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:08d7ac0a-dc17-462b-9eaf-57258c274f;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.00602360065
50.395561180607416, -4.320341391594432;"{""coordinates"": [[-4.318104500000203, 50.395541999999836], [-4.321623500000186, 50.39556199999984], [-4.322576500000196, 50.395627999999846]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:ca81bddf-7280-46ab-a9ae-948b122b11;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.00447433951
51.41458675530581, -3.495241208895265;"{""coordinates"": [[-3.498203000000188, 51.41574399999985], [-3.497044500000186, 51.415048499999834], [-3.494088500000203, 51.414185499999824], [-3.493125000000191, 51.41397299999983], [-3.492136500000185, 51.41382699999982]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:ee6621e1-f86b-4e42-9d27-445d4a8eb6;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.006416516529999
51.34359690591626, 0.991297638521569;"{""coordinates"": [[0.98738499999979, 51.342156499999845], [0.9911129999998141, 51.34361249999983], [0.9952599999998031, 51.34489499999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:53e457e3-d629-4920-92cb-9c6abca434;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.00834302447
51.46433530504909, -0.040866398792344;"{""coordinates"": [[-0.043308500000194004, 51.464469999999835], [-0.040164500000202004, 51.46425349999984], [-0.038422500000195, 51.46432149999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:07d21556-c1f1-4497-9bf7-fb241776f9;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.00489477213
53.45030093733156, -1.335227351933897;"{""coordinates"": [[-1.338236000000194, 53.448934999999835], [-1.335160000000201, 53.45025999999984], [-1.334260000000199, 53.450736499999834], [-1.332275500000208, 53.45178549999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:5a7f1f48-90cb-4784-b714-0653e2e567;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.00661228829
51.5454990848053, -0.024136269974710002;"{""coordinates"": [[-0.014618500000211001, 51.54499599999983], [-0.022848500000208, 51.545218499999834], [-0.028357000000199, 51.54582999999985], [-0.030973000000188003, 51.54611999999983], [-0.031772000000188004, 51.546118999999834], [-0.032669500000196, 51.546257499999854], [-0.033631500000212006, 51.54622049999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:91c0f5de-0305-4e0e-9004-97f0740350;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;-9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;3;1;1;45;0.01907720517
51.54358963700261, -2.136678362925144;"{""coordinates"": [[-2.130231500000207, 51.54292449999983], [-2.138835500000198, 51.543784999999836], [-2.143116000000191, 51.544335499999846]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:075f9e9d-7c5a-4e92-a6a8-e4da833744;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.01296267669
51.22611809168433, -2.308857092205414;"{""coordinates"": [[-2.308597000000191, 51.22686099999984], [-2.308728000000201, 51.22658799999985], [-2.309078500000197, 51.22536049999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:e2c4da98-1809-4bf5-9184-ec8b6b7cc6;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.0015793639799990002
56.523525777259316, -2.6543622791318633;"{""coordinates"": [[-2.6050995000001933, 56.55060349999982], [-2.614093000000196, 56.54770049999984], [-2.619130000000183, 56.54513299999982], [-2.624028500000207, 56.541198999999835], [-2.628001500000209, 56.53618499999985], [-2.63242550000021, 56.532190499999835], [-2.647912500000189, 56.52410249999982], [-2.660744000000193, 56.519768999999826], [-2.674511000000194, 56.512006499999835], [-2.679281000000202, 56.508834999999834], [-2.694316000000185, 56.50443949999985], [-2.706353000000206, 56.501524999999845]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:bdf44090-055a-40b9-9058-ce6709904a;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.11434166851
56.12185024999984, -3.151778250000191;"{""coordinates"": [[-3.148432000000184, 56.12332699999985], [-3.155124500000198, 56.12037349999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:ca9f994d-8c64-4e1a-a554-49e8295545;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.007315238789999
57.32626461026258, -2.566797907134897;"{""coordinates"": [[-2.614917500000189, 57.33587399999985], [-2.607072500000186, 57.33357649999982], [-2.582492000000201, 57.32738499999982], [-2.556749000000195, 57.32302949999985], [-2.541289000000205, 57.321928999999834], [-2.5245370000002083, 57.32325749999983], [-2.518416000000201, 57.32077499999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:2476cf03-7d65-49f9-906d-2cbc692579;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.09854062271
57.4918091794313, -4.083020094830412;"{""coordinates"": [[-4.085212500000182, 57.49195849999984], [-4.0832465000002, 57.49192799999984], [-4.080846500000206, 57.49147449999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:5c9eb087-50a1-43d6-a684-3ec12a573e;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.00440870709
54.75860377001398, -1.525359236089896;"{""coordinates"": [[-1.522031500000196, 54.76151299999983], [-1.5251325000002112, 54.75880249999983], [-1.528686500000191, 54.755693999999835]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:78276de5-3f27-4c73-981b-6a5dfbae94;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.00884023688
51.55394120910016, -0.315100712279266;"{""coordinates"": [[-0.31912650000020903, 51.55456899999984], [-0.316513500000212, 51.55410799999984], [-0.31353200000020803, 51.55359749999985], [-0.31104900000019603, 51.55365149999982]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:60d35d7d-b4a3-4b73-aabb-33d8ec2cb1;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.00816183045
51.852063284706546, -2.230583036580741;"{""coordinates"": [[-2.231529000000194, 51.85106599999983], [-2.229953500000192, 51.85272699999984], [-2.229637000000196, 51.85306049999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:03888624-b10b-4c70-8851-44b879b579;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.0027491261
53.18686449999984, -2.49026050000019;"{""coordinates"": [[-2.490500500000195, 53.187175499999846], [-2.490020500000185, 53.18655349999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:ebd4a206-8692-4581-82c6-8951382ae5;2015-10-26T07:00:00+07:00;AN010;GB;28;2;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.0007856742299999999
55.99633087315167, -2.5343206405022043;"{""coordinates"": [[-2.541517000000198, 55.99441749999982], [-2.532314500000183, 55.996947499999834], [-2.527072000000203, 55.99802649999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:7cab8aea-b082-4224-8712-b1371a34af;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.01489633311
53.6797512368912, -1.6497056613332242;"{""coordinates"": [[-1.644064000000185, 53.68390099999985], [-1.64963750000021, 53.67972549999984], [-1.655418500000195, 53.675699999999836]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:7f470ca6-851e-429e-b1c2-78261f545c;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.014008574789999001
53.29461068675007, -3.699071276952606;"{""coordinates"": [[-3.701520000000187, 53.29468099999983], [-3.698271000000204, 53.29457099999985], [-3.69662200000019, 53.29458999999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:a8834e75-d603-458b-8820-e0c86d976c;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.004899971029999
53.21892880870877, -4.115350238358473;"{""coordinates"": [[-4.108731000000205, 53.21764999999984], [-4.116233000000193, 53.21902299999985], [-4.12193400000018, 53.220376499999844]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:ce2d42ba-0f76-426f-ae2b-ae46686bd4;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.01348607474
52.93264846481928, -4.074665273631838;"{""coordinates"": [[-4.063260500000182, 52.93728549999983], [-4.066494000000205, 52.93658499999984], [-4.071088500000201, 52.93392099999983], [-4.074360500000182, 52.93337949999983], [-4.082024000000189, 52.92917949999983], [-4.084073500000187, 52.92782699999983], [-4.085810000000208, 52.927313499999826]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:6d354be0-a818-4266-ae8f-379967c4a5;2015-10-26T07:00:00+07:00;AN010;GB;28;3;61;1;Ffestiniog Railway#Tourist-line;N_A;Ffestiniog Railway#Tourist-line;N_A;ENG;N_A;N_A;2;4;1;2;2;45;0.02494130332
51.10961324999984, -1.057594750000192;"{""coordinates"": [[-1.0593365000002, 51.10895749999983], [-1.055853000000184, 51.110268999999846]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:e2495bb7-7270-4998-af75-f7a7bdb079;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;Mid Hants Railway#Tourist-line;N_A;Mid Hants Railway#Tourist-line;N_A;ENG;N_A;N_A;3;4;1;2;2;45;0.0037222042499990005
51.334291126586436, -0.747761879585753;"{""coordinates"": [[-0.749972000000184, 51.332823999999846], [-0.748974500000202, 51.33361399999984], [-0.7454730000002031, 51.33564249999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:5498401e-e42c-457b-85fc-9ed56a3974;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.00531908343
51.60892610994678, -0.140825362333972;"{""coordinates"": [[-0.142509500000187, 51.61023249999985], [-0.141476500000209, 51.60939649999983], [-0.140636500000198, 51.60871699999984], [-0.139074500000191, 51.60771199999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:8b748cba-61e9-4ab0-93ac-07efb7a89d;2015-10-26T07:00:00+07:00;AN010;GB;28;2;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.00426671194
52.514879499999836, -0.24158375000020202;"{""coordinates"": [[-0.24150100000019803, 52.51310999999984], [-0.241666500000207, 52.51664899999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:f1ef8bf3-09d4-4bfd-b0ca-f190e38276;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.00354286766
50.65585605032526, -1.162906807610718;"{""coordinates"": [[-1.164206500000205, 50.65458649999985], [-1.163058500000204, 50.65583749999985], [-1.161491000000211, 50.65699649999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:ac494794-0424-48c2-93f2-2063e35ffd;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.00364735732
51.16661770527925, -2.36422431514324;"{""coordinates"": [[-2.367670500000202, 51.165091499999846], [-2.3643875000001913, 51.16654349999985], [-2.360779500000206, 51.168146999999834]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:a7c7446b-71a6-478d-bee2-f301d44b6c;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.007538037349999
53.4497799869602, -2.992529893050012;"{""coordinates"": [[-2.992436500000196, 53.45054699999983], [-2.9925360000002, 53.44972899999985], [-2.992623500000207, 53.44901299999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:1caa3ffe-908f-4540-8090-82d49c68dd;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.0015453560099990002
53.34849797645955, -2.644461988423931;"{""coordinates"": [[-2.643673500000205, 53.34934049999983], [-2.644116000000195, 53.348798999999836], [-2.645299500000192, 53.34770149999982]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:0a6649c0-cc48-4ead-8ea7-9f38518f4d;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.00231336226
