Geo Point;Geo Shape;FCsubtype;inspireId;beginLifes;F_CODE;ICC;EXS;FCO;GAW;LLE;NAMN1;NAMN2;NAMA1;NAMA2;NLN1;NLN2;RCO;RGC;RRA;RSD;RSU;TEN;TUC;Shape_Leng
55.9878087009927, -3.9065925898342213;"{""coordinates"": [[-3.9241810000002033, 55.985292999999835], [-3.906140500000191, 55.98776099999983], [-3.8890380000001983, 55.99054999999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:502e93ab-9f09-4726-bef5-da8f53d66f;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.03553694949
53.30182006567845, -3.563997300708632;"{""coordinates"": [[-3.489548500000183, 53.31758649999983], [-3.502841000000188, 53.31175799999983], [-3.514870000000201, 53.30925099999985], [-3.5313905000001853, 53.30856449999985], [-3.542043000000206, 53.30758799999984], [-3.564478500000206, 53.30146149999984], [-3.584293000000201, 53.29674099999983], [-3.593624000000204, 53.29410199999984], [-3.608186000000189, 53.29169299999984], [-3.623922000000192, 53.29162849999983], [-3.634188500000192, 53.29430549999984], [-3.639275500000195, 53.29469349999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:5c7d7f8c-2588-49b4-806d-cb66fd637f;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.153564174769999
52.85305891356933, -4.116032991915583;"{""coordinates"": [[-4.110919000000195, 52.86076199999985], [-4.11921750000019, 52.84806749999984], [-4.121610000000203, 52.84573699999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:53ac96d9-1b80-4050-9ca6-4b0b4d9623;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.01850621274
51.47000053419898, -0.13893478563644002;"{""coordinates"": [[-0.139931500000188, 51.471047999999854], [-0.13939950000019502, 51.47046149999983], [-0.138920000000212, 51.46993249999983], [-0.13788500000021, 51.469006499999836]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:e6ef80ae-0d2a-469f-8385-ff10c5750f;2015-10-26T07:00:00+07:00;AN010;GB;28;2;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.0028945897299990004
51.872896648319426, 0.565418948357299;"{""coordinates"": [[0.5643159999997921, 51.87372], [0.565835499999793, 51.87284149999985], [0.566077999999806, 51.871747999999855]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:f425e845-8d38-4fca-bc8d-30572295b9;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;2;45;0.002875242209999
51.541953929003654, -2.221000379466392;"{""coordinates"": [[-2.21771000000021, 51.54285599999983], [-2.220734500000191, 51.54204099999984], [-2.22428400000021, 51.54102749999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:2907ef18-668a-4569-b139-8ba43d8be6;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;-9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.00682374248
52.257451471824176, -1.718054876153945;"{""coordinates"": [[-1.7213310000001911, 52.254639499999854], [-1.7179455000001842, 52.25714849999982], [-1.7151875000001842, 52.26068249999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:05073538-3024-4489-bd31-de024eb839;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.00869669392
55.907620731474694, -4.506845710919154;"{""coordinates"": [[-4.500830000000207, 55.902221999999824], [-4.504871500000206, 55.90568049999984], [-4.508508000000205, 55.90897799999985], [-4.510068500000187, 55.910634499999844], [-4.512586000000198, 55.91330799999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:3795ff81-472e-44b1-85c7-c501520086;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;2;45;0.01617625738
51.03104052533866, -2.28109468154716;"{""coordinates"": [[-2.2726470000002053, 51.03361449999983], [-2.277716500000196, 51.03206949999983], [-2.289542500000209, 51.028466999999836]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:0ddac6ae-d19e-47cf-90d2-1ee255a415;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.01766223875
50.786036994932644, 0.067181832042596;"{""coordinates"": [[0.05570849999981, 50.79099199999985], [0.059948499999791, 50.788384499999836], [0.070706999999999, 50.784913499999845], [0.078888499999806, 50.78149949999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:f29fe74d-f577-457b-beae-f07586c8ff;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.025147411329999002
52.28899774999986, -1.621647500000193;"{""coordinates"": [[-1.624720500000194, 52.29054049999984], [-1.618574500000193, 52.28745499999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:70fe44cb-0e4b-4b07-8fcd-9ac3a4057c;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.00687703615
51.25483812718221, -1.192315575902754;"{""coordinates"": [[-1.196774000000204, 51.25535249999984], [-1.191411000000187, 51.25473999999982], [-1.190696000000202, 51.254653999999846], [-1.189194500000184, 51.25449049999983], [-1.187865500000186, 51.25426549999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:325045b7-c47b-415d-b74d-3bc9e381d0;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.00897630382
56.339600382369575, -2.943055339056808;"{""coordinates"": [[-2.945264000000208, 56.33811449999985], [-2.9441890000001933, 56.33883799999984], [-2.940846500000191, 56.34108599999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:32cbff78-e7ec-4cc0-8ec5-3a6a6cf76f;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.005323919519999
52.62154030054854, -0.657690307932517;"{""coordinates"": [[-0.6606995000001921, 52.62219949999985], [-0.6589380000002051, 52.621819999999836], [-0.6546830000002051, 52.62087249999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:b65e1d1d-94f4-48dd-a2bb-71b231273d;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.0061611343
51.441013414283326, -0.44080102715269304;"{""coordinates"": [[-0.46906750000019304, 51.43596049999985], [-0.468755500000185, 51.43599449999985], [-0.46789800000019, 51.43608949999984], [-0.45810100000019804, 51.437336499999844], [-0.45397200000019206, 51.438181499999835], [-0.423742500000202, 51.44444249999984], [-0.41268100000019103, 51.446908999999835]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:943b4feb-aa0e-4e7a-9601-4b78aca13d;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.057471436179999
51.43819264858322, -0.129355743636296;"{""coordinates"": [[-0.11147150000019201, 51.436293499999834], [-0.12029950000018601, 51.436542499999824], [-0.12735350000019702, 51.43750999999983], [-0.129170500000185, 51.437763999999845], [-0.14708850000019402, 51.44135699999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:dbb07139-05fc-4ee4-b8f8-d3c0ea515a;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.03606091079
55.893671275000266, -4.311503791570112;"{""coordinates"": [[-4.304049000000191, 55.89608749999982], [-4.309523000000183, 55.89348149999984], [-4.3193035000001885, 55.89248799999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:b300d198-1cbc-4655-9c8c-93317a8bbe;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.01589349562
53.51611424999983, -2.7943255000001983;"{""coordinates"": [[-2.789346500000192, 53.51745849999983], [-2.799304500000204, 53.51476999999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:3868b36f-87fe-4c3a-ac95-f0aa0e69db;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.01031454295
53.398475982364424, -1.3567531288484411;"{""coordinates"": [[-1.3611370000001841, 53.406176499999845], [-1.357237000000197, 53.40167199999985], [-1.35521350000019, 53.39772749999983], [-1.355091500000185, 53.39733149999984], [-1.355042500000195, 53.39555149999984], [-1.355013000000184, 53.39446999999984], [-1.35569750000019, 53.38977749999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:ae455687-96d7-465d-95b6-08015ca99e;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.0184105782
55.96090768684522, -4.029002204159234;"{""coordinates"": [[-4.011004000000185, 55.96998699999983], [-4.020250500000202, 55.966856499999835], [-4.026768000000203, 55.96279499999983], [-4.031834500000201, 55.95857749999984], [-4.039296500000205, 55.95423249999985], [-4.047020000000202, 55.95192599999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:a9a0ab4f-6f81-4ddf-877d-d07d6b60e9;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.040729042859999
51.52733531730982, -0.241884021990962;"{""coordinates"": [[-0.244469500000207, 51.53028099999983], [-0.24462200000019202, 51.52792199999984], [-0.23747000000020102, 51.52563649999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:e18db98b-45cb-4b32-bf8d-5c5ac22a8a;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.00987222714
53.317017075681385, -2.691105731647377;"{""coordinates"": [[-2.6888150000002042, 53.316461499999825], [-2.690985500000209, 53.31698799999984], [-2.693396500000205, 53.31757249999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:0b3357b9-3217-4e76-961f-d163fd0f6c;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.00471428291
52.97023450295697, -0.6456823756041611;"{""coordinates"": [[-0.643950500000187, 52.97049749999985], [-0.644149000000198, 52.97047649999985], [-0.6474130000001991, 52.96996199999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:6893ebd1-9b9a-4397-be5d-c8842b3054;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.00350390891
52.39383371270276, -1.472015887973558;"{""coordinates"": [[-1.477813000000197, 52.395053999999845], [-1.472594000000186, 52.39395199999984], [-1.471685500000206, 52.39376199999983], [-1.466217500000198, 52.39261949999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:c9a1a556-f372-4ea4-b518-d71d421296;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.01184831475
51.07416344939399, -0.15365101454836202;"{""coordinates"": [[-0.157132000000189, 51.07822499999983], [-0.15479950000019502, 51.07548999999983], [-0.15016000000019902, 51.07011049999982]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:27177a57-4dc0-48f5-90df-2e94ea9176;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;-9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;1;45;0.01069834925
51.27666134766949, -0.993837265258341;"{""coordinates"": [[-0.9990225000001941, 51.27619199999984], [-0.991524000000197, 51.27687399999985], [-0.9886510000002031, 51.27711899999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:75b07d36-b1b7-4779-baf9-9226c87da4;2015-10-26T07:00:00+07:00;AN010;GB;28;2;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;1;45;0.01041287807
53.21824128399773, -4.453341638839353;"{""coordinates"": [[-4.4545600000001855, 53.21860449999983], [-4.453661500000179, 53.21833599999985], [-4.452123000000199, 53.21787899999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:d221f873-2b20-46c9-93d4-3bcbbe8c42;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.002542699999999
51.642878502755416, -3.238307226516613;"{""coordinates"": [[-3.239448500000208, 51.64226349999984], [-3.238784500000207, 51.64271399999984], [-3.237110500000199, 51.64338949999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:a573d420-d4bd-4748-8dc1-6fdb84f05f;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.0026075530000000003
52.60053923147932, 1.290700049638657;"{""coordinates"": [[1.291080999999792, 52.601560499999835], [1.290594999999797, 52.60025749999983], [1.290318999999812, 52.59951799999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:980b6d88-ee0a-4326-a683-c5924b2f2e;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.00218001154
52.32277951219488, -2.215299814953007;"{""coordinates"": [[-2.21419450000019, 52.32094449999985], [-2.215318500000194, 52.32281149999983], [-2.216406000000205, 52.324613999999826]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:4b1b4482-0693-4327-b2c3-9c743ac223;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.00428438638
53.341677545140335, -2.334430598618512;"{""coordinates"": [[-2.334761500000184, 53.342786499999846], [-2.334374500000195, 53.34148999999985], [-2.334100000000205, 53.34056849999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:4596bf9e-c5c0-4800-a050-98737ceec8;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.002314542429999
53.31664190982977, -1.497718037063507;"{""coordinates"": [[-1.487247000000195, 53.31258099999985], [-1.494119000000211, 53.31530699999984], [-1.502505500000211, 53.31840599999984], [-1.5074640000001982, 53.320467499999836], [-1.508166000000187, 53.32075899999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:c7751934-d1c5-4d11-9f3d-2a8afead20;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;-9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.022463771889999002
51.584832963094236, -0.042513594466681;"{""coordinates"": [[-0.026708500000211, 51.581497499999834], [-0.030650000000207, 51.583811999999845], [-0.03792100000021, 51.58591199999984], [-0.041041000000206, 51.58587399999985], [-0.052685000000196006, 51.58498899999983], [-0.058985000000206005, 51.58449949999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:6bb7c1b5-fc62-419f-9765-3c53b39b5b;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.03325580239
51.39465006573077, -2.435076228702861;"{""coordinates"": [[-2.390363500000205, 51.379477999999835], [-2.403464000000184, 51.38231099999984], [-2.408226500000183, 51.38463249999984], [-2.420271000000184, 51.38728599999985], [-2.432013000000182, 51.39004349999984], [-2.441801000000197, 51.39413199999984], [-2.448013500000201, 51.39743549999983], [-2.45671150000021, 51.40477549999983], [-2.462792000000206, 51.40897749999984], [-2.4720350000002043, 51.41298699999984], [-2.477802500000195, 51.41449249999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:c844d12e-180a-44a5-8e3e-73665209f5;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.09554832067999901
52.998679173636724, -3.945451312437806;"{""coordinates"": [[-3.937809500000185, 52.99441999999985], [-3.9419115000002023, 52.99574099999984], [-3.948539500000209, 52.99798749999985], [-3.949543000000205, 52.999930499999834], [-3.946812000000193, 53.00587049999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:f8a30d02-f143-4d82-bbb2-f892acc503;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.02003239916
54.994056385489884, -1.505695481525402;"{""coordinates"": [[-1.5014505000002032, 54.99474149999983], [-1.507485000000202, 54.99376749999985], [-1.509940500000198, 54.99337149999982]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:9d7d1f15-9266-438a-826c-4d5ee32edc;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;2;45;0.008599825589999001
51.87471544833756, 0.559716145359001;"{""coordinates"": [[0.55501049999981, 51.87507349999984], [0.5604334999997891, 51.874937499999845], [0.5643159999997921, 51.87372]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:dfdcc673-cc88-4651-b3a1-e1a44df05a;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;2;45;0.00949362537
52.497997734599934, -1.939253928917025;"{""coordinates"": [[-1.941672500000209, 52.49865649999984], [-1.938669000000203, 52.49782599999983], [-1.937673000000188, 52.497577499999835], [-1.936826500000194, 52.49737299999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:ef09a3ed-9c05-4b35-ac5f-acea1d37a2;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.005013590169999
52.07703759995678, -3.691537487663786;"{""coordinates"": [[-3.6966290000002, 52.074542499999836], [-3.6940105000001893, 52.07475999999983], [-3.691463500000196, 52.07614549999985], [-3.691294000000198, 52.07623799999984], [-3.687545500000198, 52.081326999999845]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:d314daa8-fad5-410a-99a1-327cb71a3b;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;-9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.012040602059999002
56.973710321539926, -2.216965212139757;"{""coordinates"": [[-2.212758000000207, 56.974968999999845], [-2.217430500000205, 56.97393799999983], [-2.220879500000194, 56.971742999999826]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:f626418c-6ef1-456b-bba9-78802297c6;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.00887312488
52.90751129524439, 1.3168722826118051;"{""coordinates"": [[1.312821999999812, 52.912941999999845], [1.31481549999981, 52.91163049999983], [1.318603999999794, 52.90404949999984], [1.320739499999803, 52.90180949999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:2290dbab-0d4a-4d7a-be92-da58407e9d;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.01395597541
53.031928306399074, -0.9484981188479201;"{""coordinates"": [[-1.07815100000019, 52.96463799999984], [-1.075500500000203, 52.96589399999984], [-1.071336000000201, 52.968000999999845], [-1.064117000000209, 52.97164349999983], [-1.061962000000193, 52.97269099999983], [-1.040988500000196, 52.98303799999985], [-1.014367000000192, 52.995877999999834], [-0.998746500000209, 53.00535299999984], [-0.9776300000002041, 53.01831199999984], [-0.959913500000198, 53.029754999999845], [-0.943523500000197, 53.041386499999845], [-0.919598500000205, 53.05573549999983], [-0.8980125000001921, 53.06551599999983], [-0.8853560000002011, 53.07016249999983], [-0.8752740000001891, 53.07330399999983], [-0.8652620000002, 53.07509799999983], [-0.8480280000001981, 53.07627999999983], [-0.8287995000002011, 53.076467499999836], [-0.8226425000001991, 53.07657049999983], [-0.815894500000212, 53.077672499999835], [-0.812956500000212, 53.07921299999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:b9db9d98-6d2b-4a67-9b6e-ca5c8ea674;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.29388620626
53.72360716065007, -1.812630910704009;"{""coordinates"": [[-1.8093145000001982, 53.72331999999983], [-1.811827000000193, 53.72353649999985], [-1.8135310000002112, 53.72368399999985], [-1.8159470000001932, 53.72389799999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:b06fe6a5-f4b4-4878-9cc7-0f68b36072;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;-9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.00665764165
53.520190879381715, -1.6042324988637962;"{""coordinates"": [[-1.605674500000191, 53.51993399999983], [-1.604199000000193, 53.52012799999983], [-1.604046500000209, 53.520178499999844], [-1.602821000000205, 53.52058149999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:6b93f57d-ea89-4134-9d8f-c3bf34f165;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.0029389047399990004
52.61464015071462, -0.5980487143166651;"{""coordinates"": [[-0.609886000000188, 52.613181499999854], [-0.604986500000194, 52.61346499999985], [-0.586255000000193, 52.61649649999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:64fb9e5d-0bcb-4523-8eac-2f8774b6ed;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.023882918139999
53.21213309021854, -2.8925870801837243;"{""coordinates"": [[-2.877225500000208, 53.196489499999835], [-2.8812170000001913, 53.19797249999985], [-2.8813280000001953, 53.19805899999983], [-2.8857505000001993, 53.20148249999983], [-2.8895280000001833, 53.20887749999983], [-2.894346000000183, 53.21528399999982], [-2.895378500000191, 53.216654499999834], [-2.907324000000187, 53.229149499999835]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:80a5c311-3541-4497-b2f5-ee79aeb1ea;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.04531383647
53.1113466121815, -1.5473950400653171;"{""coordinates"": [[-1.546472000000193, 53.110145999999844], [-1.547900000000197, 53.11200949999983], [-1.548331000000189, 53.11253699999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:4e43fd74-ea0b-4831-86c4-c29ac75e3b;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.00302891388
51.687712211887984, -0.379282724128916;"{""coordinates"": [[-0.390994500000204, 51.67330549999983], [-0.389953500000189, 51.674765999999835], [-0.386027000000212, 51.68032999999983], [-0.38180650000020905, 51.68629499999983], [-0.378797500000189, 51.68955449999984], [-0.37774250000021, 51.69073599999984], [-0.36574700000019805, 51.70040699999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:ed1ceec4-7405-46a3-97b7-19e0bb1145;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;2;45;0.03733904901
51.133664092783874, 0.26244537980181704;"{""coordinates"": [[0.26126149999979, 51.12979649999985], [0.260891999999814, 51.131646499999846], [0.26108999999979704, 51.13247899999985], [0.262036499999795, 51.13371399999985], [0.262509499999794, 51.13432199999985], [0.265198499999798, 51.13698599999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:80f4428e-97fb-4e8e-a44a-48fe1cd2f0;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;-9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.00885374957
51.45733316846749, -3.191931534539641;"{""coordinates"": [[-3.188541000000185, 51.46729999999985], [-3.189593000000201, 51.463741999999854], [-3.193774500000188, 51.45848399999983], [-3.194477500000204, 51.453992999999855], [-3.193457000000194, 51.45183299999985], [-3.189886500000199, 51.448484499999836], [-3.189487000000184, 51.448108999999846], [-3.189474000000189, 51.44809699999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:64e1af90-3d49-465c-88a3-cf590cbeaf;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.022823841919999
51.42533616147354, -0.332027502671126;"{""coordinates"": [[-0.322023500000199, 51.41838149999984], [-0.32791150000019803, 51.420983499999835], [-0.333327500000195, 51.42589899999984], [-0.339022500000198, 51.43149199999985], [-0.339792500000186, 51.434461499999856]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:8702c898-f146-4d74-8ce1-9fe9462b1b;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.02480120496
51.40621949999984, -0.841886500000199;"{""coordinates"": [[-0.8408560000002011, 51.40547199999983], [-0.8429170000001991, 51.40696699999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:a4a6df59-746c-4741-bf3a-38ad34f3ae;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.002546123719999
51.29767849999985, -0.6789380000002011;"{""coordinates"": [[-0.680235500000208, 51.29705799999985], [-0.677640500000194, 51.298298999999844]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:863e17f9-e2b0-4e71-8009-22971c133f;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.00287647458
51.24078378486423, -0.561884687696392;"{""coordinates"": [[-0.5577710000002011, 51.24184899999983], [-0.559812500000191, 51.24070499999985], [-0.5635500000001911, 51.240301499999845], [-0.56425950000019, 51.240516999999834], [-0.566100000000205, 51.24123099999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:e93b0f88-496a-4612-90f3-4aa070f808;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.008815048649999001
51.065888192281776, -3.198114214499273;"{""coordinates"": [[-3.198829000000188, 51.06797549999984], [-3.198810500000207, 51.06726149999983], [-3.1980925000002, 51.065770499999836], [-3.197604000000183, 51.064755999999846], [-3.197103500000196, 51.06388699999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:94aa8adc-a4a7-408d-86eb-7b56aa2f11;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;9;West Somerset Railway#Tourist-line;N_A;West Somerset Railway#Tourist-line;N_A;ENG;N_A;N_A;3;4;1;1;2;45;0.00449792449
